#Pommier Melgueil Braeburn 64				
CODE :	FORM-A			
CLASSES:				
SYMBOL	SCALE	DECOMPOSITION	INDEXATION	DEFINITION
$ 	0	FREE	FREE	IMPLICIT
P	1	FREE	FREE	EXPLICIT
R	2	PURELINEAR	FREE	IMPLICIT
M	2	PURELINEAR	FREE	IMPLICIT
S	2	PURELINEAR	FREE	IMPLICIT
I	3	FREE	FREE	EXPLICIT
U 	3	FREE	FREE	EXPLICIT
W	3	FREE	FREE	EXPLICIT
D 	3	FREE	FREE	EXPLICIT
E	4	FREE	FREE	EXPLICIT
F	4	FREE	FREE	EXPLICIT

DESCRIPTION :			
LEFT	RIGHT	RELTYPE	MAX
R	R,M,S	+	?
R	R,M,S	<	1
M	R,M,S	+	?
M	M,S	<	1
S	R,M,S	+	?
S	S	<	1
U	U,W,I,D	+	?
U	U,W,I,D	<	1
W	U,W,I,D	+	?
W	U,W,I,D	<	1
I	U,W,I,D	+	?
D	U,W,I,D	<	1
D	D, W	+	?
E	E,F	+	?
E	E,F	<	1


FEATURES:			
NAME	TYPE		
TopDia	REAL		
XX	REAL		
YY	REAL		
ZZ	REAL		
d98	REAL		
Nli98	INT		
x98	REAL		
y98	REAL		
z98	REAL		
d97	REAL		
rem	ALPHA		
Nli97	INT
x97	REAL
y97	REAL
z97	REAL
Nfruit	REAL
MS	REAL
fermete	REAL
IR	REAL
diam	REAL
hauteur	REAL
color	REAL
codeami	REAL
Poids	REAL
Densite	REAL
Hertz	REAL
Elson	REAL
lin	INT																																		

MTG:																																			
ENTITY-CODE								TopDia	XX	YY	ZZ	d98	Nli98	x98	y98	z98	d97	rem	Nli97	x97	y97	z97	Nfruit	MS	fermete	IR	diam	hauteur	color	codeami	Poids	Densite	Hertz	Elson	lin
				+S1/D99/E1					1.83	-44.65	-88.48																								1294
			^<E2																																1295
				+S1/D99/E1					2.33	-45.74	-88.15																								1296
			^<F45																																1297
		^<E19											798																						1298
			+S1/I97/E1+D97/E1										799						225	-81.89	-57.2	-79.56													1299
			^<I98/E1										800	68.01	-40.86	-79.31																			1300
				+D98/E1									801	68.19	-40.19	-79.79																			1301
				^<I99/E1+D99/E1					7.24	-42.23	-86.65																								1302
			^<F58										802																						1303
		^<E20										9.7	803	65.08	-42.86	-78.38	80		226	-84.16	-57.93	-79.3													1304
			+S1/I97/E1										804																						1305
				+M1/W97/E1<<E6									805						227	-86.07	-60.32	-79.37													1306
			^<E2										806																						1307
				+D97/E1									807						228	-84.46	-60.42	-77.16													1308
				^<I98/E1+D98/E1									808	65.31	-46.06	-76.06																			1309
				^<I99/E1					4.18	-49.29	-83.27																								1310
					+S1/D99/E1				4.3	-47.9	-83.22																								1311
				^<E2																															1312
					+S1/D99/E1				4.46	-49.59	-84.51																								1313
				^<F46																															1314
		^<E21											809																						1315
			+S1/I97/E1										810						229	-86.13	-55.84	-76.23													1316
				+M1/W97/E1<<E6									811																						1317
			^<F12										812										12	15.4	10.2	12.6	81.7	68.9	75	5	242.56	0.8788725	972	3.5198	1318
		^<E22											813																						1319
			+M1/I97/E1+W97/E1<<E4																																1320
				+S1/I99/E1+D99/E1					3.8	-47.9	-79.52																								1321
			^<E5<<E8										814						230	-84.83	-62.39	-69.67													1322
			^<I99/E1						4.96	-51.1	-75																								1323
				+S1/D99/E1					5.19	-51.98	-76.01																								1324
			^<F48																																1325
		^<E23											815																						1326
			+S1/I97/E1										816																						1327
				+S1/D97/E1									817						231	-88.17	-59.59	-72.41													1328
					+S1/D98/E1								818	66.02	-45.33	-71.83																			1329
				^<I98/E1									819	66.58	-45.68	-69.41																			1330
					+W98/E1<<E7								820	67	-47.11	-68.17																			1331
			^<E2										821																						1332
				+D97/E1									822						232	-88.83	-59.53	-70.02													1333
				^<W98/E1<E2																															1334
					+S1/I99/E1+D99/E1				0.38	-48.31	-75.29																								1335
				^<E3																															1336
					+S1/I99/E1				1.61	-50.19	-74.39																								1337
				^<E4																															1338
					+S1/I99/E1				0.37	-49.96	-71.36																								1339
				^<E5				40	0.94	-51.54	-70.7		823																						1340
					+S1/I99/E1+D99/E1				0.35	-53.3	-70.16																								1341
				^<E6																															1342
					+S1/I99/E1+D99/E1				-1.09	-53.37	-68.41																								1343
				^<E7<<E13									824	55.86	-49.94	-64.32																			1344
				^<I99/E1					-2.11	-53.98	-66.86																								1345
					+S1/D99/E1				-0.98	-54.41	-67.21																								1346
				^<E2																															1347
					+S1/D99/E1				-1	-53.54	-65.49																								1348
				^<F47																															1349
		^<E24											825																						1350
			+S1/I97/E1										826																						1351
				+S1/D97/E1									827						233	-85.58	-59.4	-68.98													1352
				^<I98/E1+D98/E1									828	66.85	-44.84	-69.8																			1353
				^<I99/E1+D99/E1					6.43	-48.74	-76.34																								1354
			^<E2										829																						1355
				+D97/E1									830						234	-83.55	-58.15	-68.51													1356
				^<I98/E1+D98/E1									831	67.99	-41.17	-68.66																			1357
				^<I99/E1+D99/E1					7.68	-44.58	-76.82																								1358
		^<E25						91	2.91	-47.22	-76.68	7.9	832	64.46	-44.53	-68.48	65		235	-86.31	-59.51	-69.3													1359
			+S1/I97/E1+D97/E1										833						236	-87.15	-61.18	-67.37													1360
			^<I98/E1										834	64.87	-45.03	-66.71																			1361
				+D98/E1									835	65.79	-45.29	-66.97																			1362
				^<I99/E1+D99/E1					5.04	-49.44	-73.01																								1363
			^<F61										836																						1364
		^<E26											837																						1365
			+S1/I97/E1										838																						1366
				+S1/D97/E1									839						237	-88.44	-58.86	-66.29													1367
				^<I98/E1									840	63.49	-42.89	-65.17																			1368
					+S1/D98/E1								844	63.6	-42.64	-65.19																			1369
					^<I99/E1+D99/E1				1.98	-46.48	-73.09																								1370
				^<F62									841																						1371
			^<E2										842																						1372
				+D97/E1									843						238	-86.37	-58.33	-65.71													1373
				^<I98/E1									845	65.6	-41.55	-65.18																			1374
					+S1/D98/E1								846	65.76	-40.47	-65.84																			1375
					^<I99/E1+D99/E1				4.95	-46.14	-72.94																								1376
				^<F63									847																						1377
		^<E27											848																						1378
			+M1/I97/E1+W97/E1<E2										849																						1379
				+S1/D98/E1									850	65.86	-44.7	-62.42																			1380
				^<I99/E1					4.61	-49.74	-71.02																								1381
			^<E3<<E5					35	8.81	-50.58	-66.58	3.2	851	67.66	-44.57	-58.84	24		239	-84.17	-61.43	-60.52													1382
			^<E6<<E10										852																						1383
			^<E11										853						240	-79.9	-64.99	-54.05													1384
			^<I98/E1+W98/E1<<E8																																1385
				+S1/I99/E1+D99/E1					11.87	-56.78	-64.3																								1386
		^<E28<E29											855																						1387
			+S1/I97/E1										856						241	-87.27	-59.05	-62.85													1388
			^+D98/E1										857	70.58	-48.12	-54.14																			1389
		^<E30											858																						1390
		^<I97/E1							4.83	-48.25	-67.48	10.6	859	64.76	-43.51	-60.26	94		242	-87.86	-60.2	-60.42													1391
			+R1/U97/E1<<E5					7	3.57	-49.34	-59.53	7.3	860	63.31	-43.79	-52.18	54		243	-91.79	-59.57	-54.7													1392
			^<E6<<E10									6.2	861	61.08	-42.87	-41.93			244	-98.3	-58.32	-47.48													1393
			^<E11										862																						1394
				+S1/I98/E1									863	60.01	-45.21	-38.82																			1395
					+D98/E1								864	59.32	-44.11	-39.9																			1396
					^<I99/E1+D99/E1				-1.93	-52.11	-48.09																								1397
				^<F64									865																						1398
			^<E12<E13										866																						1399
				+S1/I98/E1									867	58.12	-42.67	-34.62																			1400
					+D98/E1								868	56.92	-40.58	-35.1																			1401
					^<D99/E1				-2.89	-46.46	-43.31																								1402
				^<F65									869																						1403
			^<E14										870																						1404
				+S1/I98/E1									871	58.85	-42.77	-31.97																			1405
					+D98/E1								872	58.3	-43.05	-30.79																			1406
					^<D99/E1				-3.79	-50.38	-39.35																								1407
				^<F66									873																						1408
			^<E15					63	-3.32	-47.77	-40.91	6.2	874	57.88	-42.11	-30.9	44		245	-108.56	-56.24	-43.02													1409
				+S1/I98/E1+D98/E1																															1410
				^<I99/E1+D99/E1					-1.95	-48.28	-37.09																								1411
			^<E16<<E18										875																						1412
			^<W97/E1<<E5					82	-6.96	-50.1	-38.57		876																						1413
				+M1/W98/E1<<E5				43	-11.98	-48.29	-38.1		877	51.25	-43.05	-29.43																			1414
					+S1/I99/E1				-12.44	-48.53	-38.49																								1415
				^<E6																															1416
					+S1/I99/E1+D99/E1				-13.98	-49.04	-36.3																								1417
				^<E7																															1418
					+S1/I99/E1+D99/E1				-16.54	-45.87	-34.72																								1419
				^<E8																															1420
					+S1/I99/E1+D99/E1				-20.47	-45.87	-36.77																								1421
				^<E9																															1422
					+S1/I99/E1+D99/E1				-21.66	-46.93	-33.6																								1423
				^<E10<E11									878	38.99	-44.51	-28.08																			1424
				^<W99/E1<<E5				42	-23.01	-45.59	-34.7																								1425
				^<E6<<E12					-33.15	-46.28	-30.54																								1426
			^<E6										879																						1427
				+S1/D98/E1									880	56.08	-44.17	-27.96																			1428
				^<I99/E1					-6.24	-51.17	-35.44																								1429
					+S1/D99/E1				-8.33	-50.12	-35.88																								1430
				^<F49																															1431
			^<E7<E8										881				55		246	-113.79	-55.77	-44.83													1432
			^<I98/E1										882	53.09	-45.49	-27.1																			1433
				+W98/E1<<E5				47	-9.66	-52.93	-36.48	3.6	883	52.12	-45.84	-26.92																			1434
				^<E6																															1435
					+S1/I99/E1				-14.39	-54.27	-37.53																								1436
				^<E7																															1437
					+S1/I99/E1				-13.61	-55.17	-37.01																								1438
				^<E8																															1439
					+S1/I99/E1+D99/E1				-16.67	-55.12	-36.08																								1440
				^<E9																															1441
					+S1/I99/E1+D99/E1				-16.47	-56.4	-36.94																								1442
				^<E10																															1443
					+S1/I99/E1+D99/E1				-15.09	-60.86	-36.92																								1444
				^<E11<<E12									884	48.83	-53.94	-26.11																			1445
				^<W99/E1<<E5				43	-17.02	-61.09	-36.88																								1446
				^<E6<<E14					-26.25	-67.18	-37.52																								1447
			^<F67										885																						1448
		^<F13											886										13	15.7	9.5	12.5	85.9	78.1	60	5	292.92	0.888471	930	3.6672	1449
	^<E36												887																						1450
		+M1/I96/E1+W96/E1<I97/E1											888						247	-64.18	-46.75	-82.82													1451
			+S1/D97/E1										889																						1452
			^<I98/E1+D98/E1										890	82.63	-29.16	-84.51																			1453
			^<I99/E1						23	-29.97	-87.54																								1454
				+S1/D99/E1					23.78	-30.65	-86.27																								1455
			^<E2																																1456
				+S1/D99/E1					22.28	-29.52	-87.39																								1457
			^<F50																																1458
		^<F11											891										11	16.5	8.5	14.5	86.2	73	90	7	274.96	0.8764503	916	3.3953	1459
	^<E37												892					MORT																	1460
	^<E38												893																						1461
		+M1/I96/E1+W96/E1<<E3											894																						1462
			+S1/D97/E1										895						248	-65.18	-52.07	-85.6													1463
			^<I98/E1+D98/E1										896	81.87	-36.31	-88.59																			1464
		^<E4<E5						58	24.38	-37.69	-91.69		897	85.33	-39.8	-86.76	44		249	-63.69	-53.65	-83.67													1465
		^<E6<<E10											898				45		250	-61.39	-55.99	-80.64													1466
		^<E11<E12											899																						1467
		^<I97/E1+W97/E1<<E4							26.01	-42.18	-84.31		900																						1468
			+S1/I98/E1+D98/E1										901	90.65	-45.98	-83.75																			1469
			^<I99/E1						28.03	-43.75	-82.35																								1470
				+S1/D99/E1					27.45	-43.66	-82.05																								1471
			^<F51																																1472
		^<E5											902																						1473
			+S1/I98/E1+D98/E1										903	90.69	-45.35	-84.51																			1474
			^<I99/E1+D99/E1						30.13	-44.17	-83.97																								1475
		^<E6											904						251	-57.6	-60.64	-81.75													1476
		^<I98/E1											905	93.83	-46.17	-83.39																			1477
			+W98/E1<<E5					42	32.33	-42.31	-79.22	4.4	906	94.46	-46.88	-86.13																			1478
				+S1/I99/E1+D99/E1					32.99	-41.69	-76.59																								1479
			^<E6																																1480
				+S1/I99/E1+D99/E1					33.55	-38.8	-75.51																								1481
			^<E7<E8																																1482
				+S1/I99/E1+D99/E1					35.16	-40.36	-70.59																								1483
			^<E9<E10																																1484
				+S1/I99/E1					34.8	-40.35	-65.2																								1485
			^<E11<<E12									3.8	907	103.84	-49.87	-91.86																			1486
				+S1/I99/E1+D99/E1					34.73	-38.82	-63.21																								1487
			^<E13<<E15										908	109.75	-52.24	-96.29																			1488
			^<I99/E1						34.73	-39.36	-59.32																								1489
				+S1/D99/E1					36.31	-40.5	-60.59																								1490
			^<F52																																1491
	^<E39												909																						1492
		+S1/I96/E1+D96/E1<I97/E1+D97/E1											910						252	-61.5	-49.06	-81.63													1493
		^<I98/E1+D98/E1											911	85.84	-31.81	-85.95																			1494
		^<I99/E1+D99/E1							25.2	-30.57	-88.4																								1495
	^<E40											17.1	912	84.75	-37.31	-89.06	78		253	-63.46	-51.91	-85.42													1496
		+S1/I96/E1+D96/E1<I97/E1+D97/E1											913						254	-61.67	-55.36	-85.81													1497
		^<I98/E1+D98/E1											914	87.11	-41.59	-90.22																			1498
		^<I99/E1+D99/E1							27.83	-41	-94.83																								1499
	^<E41												915																						1500
		+R1/I96/E1+U96/E1<<E5						84	20.17	-36.49	-86.31	8.6	916	80.12	-35.97	-82.4	82		255	-67.7	-52.52	-79.47													1501
		^<E6<<E10										7.4	917	75.15	-34.06	-75.11	65		256	-72.6	-49.9	-72.3													1502
		^<E11<<E15						83	14.02	-35.16	-69.66		918	72.12	-30.46	-65.72	69		257	-74.65	-47.95	-62.73													1503
			+S1/I97/E1+D97/E1										919						258	-75.19	-48.48	-61.82													1504
			^<I98/E1										920	73.29	-31.91	-63.77																			1505
				+D98/E1									921	73.66	-31.51	-64.93																			1506
				^<I99/E1+D99/E1					16.19	-38.63	-67.91																								1507
